a004ff4a2002ad51cdc8aeaa87cc251f199c2918e48d526e5062c24395a1b722c58a2d8e1f629e7579ad88291f6354f2b217f811b53467602853e015e25f33f2,Chrome|Opera,4/22/2016,14:33:50,Eastern Daylight Time,8,"[N/A, 28cb66efd749603394b1017f2c766b5d322478ea0bd0b0b98f8130fdff771481754236aea5be5e38bf15ca67655cfa6022cd6b195b194f3d3840affd76bd62bb, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[N/A, 28cb66efd749603394b1017f2c766b5d322478ea0bd0b0b98f8130fdff771481754236aea5be5e38bf15ca67655cfa6022cd6b195b194f3d3840affd76bd62bb, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 237916eb3ac0772e8e9ab8c7f6025911c687ed82624f8eade60c442372af81b1334ffac2c6e8910a8f60e896d0451c6010438005d88208a5103aec4c36565518]",b9d27106643abebfa52760c36412e5f06a8d3fd5e464068fcf183dec7a70b1d50028ddeeb4040594304edde145f7c4d222108940b08e46f26baffe2e2254bcf5,"[moatads.com, disqus.com, googletagservices.com, youtube.com, scorecardresearch.com, nytcn.me, mathjax.org, lijit.com, cloudflare.com, chartbeat.net, optimizely.com, celtra.com, adadvisor.net, doubleclick.net, keywee.co, tidaltv.com, googletagmanager.com, propgoservice.com, fonts.googleapis.com, brealtime.com, googlesyndication.com, d3lar09xbwlsge.cloudfront.net, ixiaa.com, facebook.com, amazon-adsystem.com, imrworldwide.com, voicefive.com, adnxs.com, nr-data.net, media.net, dynamicyield.com, openx.net, serving-sys.com, vimeo.com, neutrinomediagroup.com, atdmt.com, edgekey.net, dc8xl0ndzn2cb.cloudfront.net, krxd.net, clicktale.net, facebook.net, d1f1eryiqyjs0r.cloudfront.net, iasds01.com, nyt.com, newrelic.com, mathtag.com, documentcloud.org, adsafeprotected.com, d2yvfuw6x7g4c0.cloudfront.net, us-east-1.elb.amazonaws.com, adobe.com, criteo.com, moatpixel.com, smartadserver.com, akamai.net, nytlog.com, visualdna.com, tagsrvcs.com, jquery.com, d3q1qj9jzsu8nw.cloudfront.net, google-analytics.com, kargo.com, google.com, adsrvr.org]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,14:37:39,Eastern Daylight Time,49,N/A,"[N/A, 3ed4935f086d58cc35e54e694ae10c02b82a4300127c60a3b8c69f6fbdaed255ce52d74f9776b1e7e33d7ac54af15a9cf543b93b6ec90e52b48078309537cd0b, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 44a8bd189f9f4a5689996acaf89ffb77560a35b492e3469e652743d6b85440792d93780a475c898879ab245273e3b2f44d18fd1d3197585608e5e51e9199a836]",07d400f8e438994be2c87b634aa2c1a57c5058e8967750f9547e5cbbeb7fe75eb5c53aa432d290e840d5e4e3428d46b6a52811b8dca5063df1b638dff954f47b,"[cdninstagram.com, swiftypecdn.com, scorecardresearch.com, 2mdn.net, adthrive.com, criteo.com, doubleclick.net, gosquared.com, tidaltv.com, linksynergy.com, fonts.googleapis.com, gumgum.com, specificclick.net, lijit.com, addthis.com, optnmnstr.com, imrworldwide.com, quantserve.com, voicefive.com, adnxs.com, adtechus.com, d1l6p2sc9645hc.cloudfront.net, yldbt.com, netdna-ssl.com, turn.com, pubmatic.com, betrad.com, contextweb.com, mathtag.com, pinterest.com, addthisedge.com, doubleverify.com, instagram.com, swiftype.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,14:39:42,Eastern Daylight Time,51,N/A,"[N/A, 3ed4935f086d58cc35e54e694ae10c02b82a4300127c60a3b8c69f6fbdaed255ce52d74f9776b1e7e33d7ac54af15a9cf543b93b6ec90e52b48078309537cd0b, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 44a8bd189f9f4a5689996acaf89ffb77560a35b492e3469e652743d6b85440792d93780a475c898879ab245273e3b2f44d18fd1d3197585608e5e51e9199a836]",07d400f8e438994be2c87b634aa2c1a57c5058e8967750f9547e5cbbeb7fe75eb5c53aa432d290e840d5e4e3428d46b6a52811b8dca5063df1b638dff954f47b,"[cdninstagram.com, swiftypecdn.com, scorecardresearch.com, 2mdn.net, adthrive.com, criteo.com, doubleclick.net, gosquared.com, tidaltv.com, linksynergy.com, fonts.googleapis.com, gumgum.com, specificclick.net, lijit.com, addthis.com, optnmnstr.com, imrworldwide.com, quantserve.com, voicefive.com, adnxs.com, adtechus.com, d1l6p2sc9645hc.cloudfront.net, yldbt.com, netdna-ssl.com, turn.com, pubmatic.com, betrad.com, contextweb.com, mathtag.com, pinterest.com, addthisedge.com, doubleverify.com, instagram.com, swiftype.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,14:47:48,Eastern Daylight Time,57,N/A,"[N/A, 3ed4935f086d58cc35e54e694ae10c02b82a4300127c60a3b8c69f6fbdaed255ce52d74f9776b1e7e33d7ac54af15a9cf543b93b6ec90e52b48078309537cd0b, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 44a8bd189f9f4a5689996acaf89ffb77560a35b492e3469e652743d6b85440792d93780a475c898879ab245273e3b2f44d18fd1d3197585608e5e51e9199a836]",07d400f8e438994be2c87b634aa2c1a57c5058e8967750f9547e5cbbeb7fe75eb5c53aa432d290e840d5e4e3428d46b6a52811b8dca5063df1b638dff954f47b,"[cdninstagram.com, swiftypecdn.com, scorecardresearch.com, 2mdn.net, adthrive.com, criteo.com, doubleclick.net, gosquared.com, tidaltv.com, linksynergy.com, fonts.googleapis.com, gumgum.com, specificclick.net, lijit.com, addthis.com, optnmnstr.com, imrworldwide.com, quantserve.com, voicefive.com, adnxs.com, adtechus.com, d1l6p2sc9645hc.cloudfront.net, yldbt.com, netdna-ssl.com, turn.com, pubmatic.com, betrad.com, contextweb.com, mathtag.com, pinterest.com, addthisedge.com, doubleverify.com, instagram.com, swiftype.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,1:44:47,Eastern Daylight Time,43,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]","[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 8504dc85accb31920d1c58c637286f472be275d831533de4951b77d69754c0cc320259e7ec289d04f7dea1f5ac10bbf76d72f1aefc3241b0cd15c1e3af0f0f91]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,22:49:25,Eastern Daylight Time,2,N/A,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 3fd7274127d913588153213389bc63f1d9c5647046bfe961610960cae8231894c2b1d47d1f0cea71281657e161efb8f9e293bf116ea059f02604583f83883b28]",bdc75a6210fddb7f698dea9f391267b61bf439eb4ea6f98b5ff478ea87b8ff9091501fb14bd4b0ebcab0231c66fc5926de15c9de3388b44565b4ae31cdb983e7,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,22:49:45,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 3fd7274127d913588153213389bc63f1d9c5647046bfe961610960cae8231894c2b1d47d1f0cea71281657e161efb8f9e293bf116ea059f02604583f83883b28]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, bd50ee13e4db2c4dd87eea653ab82c4cc7411999a2ed80bc15db0430d39d4441ad52695dc0a80245afeb6f6948e192197fee82b5b58ca287c5b9e69c9f68de2e]",fb816fd8b126c8a6e00d196424eea86d1c7ee74982b96eafaa4484caad39f74726cc6d062a4caf293a977bc6b3dfae3721cb6c3da8ab4572782b9c474c0c12a8,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,22:49:53,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, bd50ee13e4db2c4dd87eea653ab82c4cc7411999a2ed80bc15db0430d39d4441ad52695dc0a80245afeb6f6948e192197fee82b5b58ca287c5b9e69c9f68de2e]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 9cd0299386be68a9fe828974cb0202644996c827b8e6332e5a32a51b4cc3ba9e90f4b1551a5ac70a2d35b85a33a24c5216cb5c353103fcc650e6d7784116dfc4]",5f4ac54021c9998e7ea5269550abc0c34a2424fe1b1ed4c51fd0afbee22a9fadf37e748bb3cf45f61be5e305ef32d370fda905fa5ce76f423018e7556e3c890c,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,22:50:23,Eastern Daylight Time,2,N/A,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 8acf946e365b1927cc5aff8f5549aba8131bf2345b2b038299f4191a820ebcbe7a8161d5d251c8833ce3b0bd268b85f469c4f48ab1731e1c6c7385f3f3a9ab48]",4fa45e6b93e287c0993393eba51dd716f69adce9964a6a0284007dbc8c9614b214bcfa25112b968bab5d9bff76939240f929de55e99a52bd547266c92fc3aed7,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,22:50:30,Eastern Daylight Time,2,N/A,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 3abf8eb024867205fefd1ccb44e4626921dbdfa5be7a2ad1a51de7c2874d81ef0198ac9f242dae033777fbd9c1b42b327c0931d333b91db23faa53edde9fdc3e]",a1bac9392a277bfdf880e9257a692ab5af6f7d38c513ada31097abd2c390cb205ef1cac82e620348c2951a05dcef5b766037ec130162a40dbbbde9fd6d3af669,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:49:44,Eastern Daylight Time,2,N/A,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 8acf946e365b1927cc5aff8f5549aba8131bf2345b2b038299f4191a820ebcbe7a8161d5d251c8833ce3b0bd268b85f469c4f48ab1731e1c6c7385f3f3a9ab48]",4fa45e6b93e287c0993393eba51dd716f69adce9964a6a0284007dbc8c9614b214bcfa25112b968bab5d9bff76939240f929de55e99a52bd547266c92fc3aed7,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:49:51,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, bd50ee13e4db2c4dd87eea653ab82c4cc7411999a2ed80bc15db0430d39d4441ad52695dc0a80245afeb6f6948e192197fee82b5b58ca287c5b9e69c9f68de2e]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 9cd0299386be68a9fe828974cb0202644996c827b8e6332e5a32a51b4cc3ba9e90f4b1551a5ac70a2d35b85a33a24c5216cb5c353103fcc650e6d7784116dfc4]",5f4ac54021c9998e7ea5269550abc0c34a2424fe1b1ed4c51fd0afbee22a9fadf37e748bb3cf45f61be5e305ef32d370fda905fa5ce76f423018e7556e3c890c,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:49:53,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 9cd0299386be68a9fe828974cb0202644996c827b8e6332e5a32a51b4cc3ba9e90f4b1551a5ac70a2d35b85a33a24c5216cb5c353103fcc650e6d7784116dfc4]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 49edf4bbbb72ed3b505758d7028928694e212446b9aa65629245aa21b669fd66a5629859c10d9a1042692dc0a00dc1b19da8baf527702bf1aee4fac7eeeff300]",d369c20d71f4c9fa714465bd8d18017fd9b28bfde7aa0c2b0f39f8399d78cafe52b2929fd34a47b6962382cf180723a5a482679c43ba89dc415e7e50444bf022,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:50:28,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 49edf4bbbb72ed3b505758d7028928694e212446b9aa65629245aa21b669fd66a5629859c10d9a1042692dc0a00dc1b19da8baf527702bf1aee4fac7eeeff300]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, cc2a6954caadf3b7b1f3e31051372dc563d4fec62915526937d6176911da0491e3e6304f76536395931b96360a356947eb2eefac4e9c9291f6e4896a0a2e0b9d]",N/A,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:50:38,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 9cd0299386be68a9fe828974cb0202644996c827b8e6332e5a32a51b4cc3ba9e90f4b1551a5ac70a2d35b85a33a24c5216cb5c353103fcc650e6d7784116dfc4]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 49edf4bbbb72ed3b505758d7028928694e212446b9aa65629245aa21b669fd66a5629859c10d9a1042692dc0a00dc1b19da8baf527702bf1aee4fac7eeeff300]",d369c20d71f4c9fa714465bd8d18017fd9b28bfde7aa0c2b0f39f8399d78cafe52b2929fd34a47b6962382cf180723a5a482679c43ba89dc415e7e50444bf022,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:55:17,Eastern Daylight Time,2,"[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, 49edf4bbbb72ed3b505758d7028928694e212446b9aa65629245aa21b669fd66a5629859c10d9a1042692dc0a00dc1b19da8baf527702bf1aee4fac7eeeff300]","[N/A, 9c045f1159ab8f6e29c985fa98cf9cd161f8c63a99740bc1a1d9b6e2421458437257208e365b6b3259cba5ae237b44462314995ad2ec4bd91b5f3b802f10c6ca, f269ee054c8865b1363bfbdf57c7d98d0d3ab5b1a9326dfb22ccd4337157ab0698b134a66496cba3b929ba904f2e7eadac46acf5f4252eb935d96141301aa1e9, bd50ee13e4db2c4dd87eea653ab82c4cc7411999a2ed80bc15db0430d39d4441ad52695dc0a80245afeb6f6948e192197fee82b5b58ca287c5b9e69c9f68de2e]",fb816fd8b126c8a6e00d196424eea86d1c7ee74982b96eafaa4484caad39f74726cc6d062a4caf293a977bc6b3dfae3721cb6c3da8ab4572782b9c474c0c12a8,"[translate.googleapis.com, ajax.googleapis.com, google.com, fonts.googleapis.com, twitter.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/12/2016,23:55:22,Eastern Daylight Time,2,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/13/2016,0:35:54,Eastern Daylight Time,2,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]","[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, bb8e459ac72ab4967516a5f398a651c252b63adc5209644a56d1f9aa5bb7c8909e5f1ae03f6195e52b5f0eb4f1cc871cf3ae49326615f391c60157c47e20510e]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/14/2016,16:51:20,Eastern Daylight Time,9,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
